,Наименование ДП,"2018, Нематериальные активы","2019, Нематериальные активы","2020, Нематериальные активы","2018, Основные средства ","2019, Основные средства ","2020, Основные средства ","2018, Внеоборотные активы","2019, Внеоборотные активы","2020, Внеоборотные активы","2018, Дебиторская задолженность","2019, Дебиторская задолженность","2020, Дебиторская задолженность","2018, Оборотные активы","2019, Оборотные активы","2020, Оборотные активы","2018, Уставный капитал ","2019, Уставный капитал ","2020, Уставный капитал ","2018, Капитал и резервы","2019, Капитал и резервы","2020, Капитал и резервы","2018, Заёмные средства (долгосрочные)","2019, Заёмные средства (долгосрочные)","2020, Заёмные средства (долгосрочные)","2018, Долгосрочные обязательства","2019, Долгосрочные обязательства","2020, Долгосрочные обязательства","2018, Заёмные средства (краткосрочные)","2019, Заёмные средства (краткосрочные)","2020, Заёмные средства (краткосрочные)","2018, Кредиторская задолженность","2019, Кредиторская задолженность","2020, Кредиторская задолженность","2018, Краткосрочные обязательства","2019, Краткосрочные обязательства","2020, Краткосрочные обязательства","2018, Выручка","2019, Выручка","2020, Выручка","2018, Себестоимость продаж","2019, Себестоимость продаж","2020, Себестоимость продаж","2018, Прибыль (убыток) до налогообложения ","2019, Прибыль (убыток) до налогообложения ","2020, Прибыль (убыток) до налогообложения ","2018, Прибыль (убыток) от продажи","2019, Прибыль (убыток) от продажи","2020, Прибыль (убыток) от продажи"
91,149,0.0,0.0,0.0,51468789.80891719,72085987.2611465,57493630.57324841,51468789.80891719,73386624.20382166,58170063.69426751,245917834.3949044,119159872.611465,115266878.9808917,324466878.9808917,196710828.0254777,348189171.9745223,6369.426751592357,6369.426751592357,6369.426751592357,103401910.8280255,219376433.1210191,318872611.4649681,0.0,0.0,0.0,0.0,97452.22929936304,66878.98089171974,1273.885350318471,14649.68152866242,0.0,53379617.8343949,47567515.92356688,74692993.63057324,272533757.9617834,50623566.87898089,87419745.22292994,940501910.8280256,1196191082.802548,877423566.8789809,892746496.8152866,1019187898.089172,675992356.687898,19390445.85987261,137714012.7388535,171721656.0509554,14424840.76433121,137354140.1273885,172602547.7707006
92,150,102547.7707006369,70063.69426751592,56687.89808917197,240669426.7515923,270501910.8280255,325605095.5414013,254864331.2101911,281036305.732484,335363057.3248407,286040127.388535,255572611.4649681,351218471.3375796,1798223566.878981,1725664968.152866,1963530573.248408,33019745.22292994,33019745.22292994,33019745.22292994,524229936.3057325,530292993.6305732,536492993.6305732,579905095.5414013,487834394.9044586,643312101.910828,579905095.5414013,487834394.9044586,643312101.910828,652233121.0191083,234261146.4968153,90533757.96178344,293473885.3503184,752448407.6433121,1025616560.509554,948952866.242038,988573885.3503184,1119088535.031847,2708828025.477707,3333338216.560509,3809090445.859872,2622709554.140127,3038733757.961783,3525789171.974522,1743949.044585987,7728662.420382165,7835031.847133758,26114012.7388535,123273885.3503185,124405095.5414013
93,151,0.0,0.0,0.0,95233757.96178344,68071337.57961783,74037579.61783439,95233757.96178344,68337579.61783439,74239490.44585986,55252229.29936305,117237579.6178344,52650955.41401274,85955414.01273885,150978980.8917197,102215286.6242038,6369.426751592357,6369.426751592357,6369.426751592357,24127388.53503185,27666242.03821656,57101273.88535032,110953503.1847134,159235668.7898089,0.0,110953503.1847134,163092356.6878981,5321019.108280255,0.0,13566242.03821656,37733121.01910828,46108280.25477707,14991719.74522293,76247133.75796178,46108280.25477707,28557961.78343949,114032484.0764331,594291719.7452229,665659235.6687897,647661146.4968152,543819745.22293,627936305.7324841,525979617.8343949,4229299.363057325,8500000.0,36566878.98089172,24160509.55414013,12628025.47770701,41949681.52866242
94,152,1273.885350318471,1273.885350318471,636.9426751592356,42743949.04458599,41040764.33121019,37704458.59872612,48261146.49681529,46557961.78343949,43866242.03821656,52454777.0700637,48082802.5477707,18810828.02547771,73307006.36942674,70089171.9745223,37444585.98726115,63694.26751592357,63694.26751592357,63694.26751592357,30370063.69426752,30431210.1910828,19605095.54140127,32633757.96178344,40224203.82165605,31775159.23566879,32638853.50318471,40229299.36305732,31780254.77707006,0.0,700636.9426751592,2154140.127388535,58559872.61146496,45285987.26114649,27771337.57961783,58559872.61146496,45986624.20382165,29925477.70700637,254644585.9872611,206721019.1082802,100021656.0509554,240550955.4140127,183550318.4713376,92385350.31847133,30985987.2611465,426114.6496815286,-11008917.19745223,-294904.4585987261,8775796.178343948,-3257961.78343949
95,153,0.0,0.0,0.0,11650318.47133758,14638216.56050955,18138216.56050956,11666242.03821656,14661783.43949044,18182802.5477707,28594267.51592357,30763694.26751592,48819745.22292993,60025477.70700637,77275796.17834395,98834394.9044586,630573.2484076433,0.0,0.0,56661146.49681529,59020382.16560509,61507006.36942675,872611.4649681528,0.0,0.0,1022929.936305732,2947133.757961783,2531847.133757962,0.0,0.0,21603184.7133758,12894267.51592357,28856687.89808917,30261783.43949044,14007643.31210191,29970700.63694267,52978980.89171974,184000636.9426751,228807006.3694268,314956687.8980892,108629299.3630573,225464331.2101911,313468152.8662421,569426.7515923567,1142675.159235669,2135668.789808917,-950955.4140127389,3342675.159235669,1488535.031847134
96,155,0.0,0.0,0.0,48723566.87898089,55078980.89171974,49405095.54140127,103378343.9490446,100512101.910828,141108280.2547771,20031847.13375796,79936305.73248407,82964968.15286624,389982802.5477707,341516560.5095541,343337579.6178344,2165605.095541401,2165605.095541401,2165605.095541401,-385149044.5859873,-344526114.6496815,-567208917.1974522,501056687.8980892,597565605.0955414,781485987.2611464,501056687.8980892,597565605.0955414,781485987.2611464,221200000.0,30238853.50318471,39545859.87261146,154303184.7133758,157627388.5350319,228987261.1464968,377452866.2420382,188989171.9745223,270168789.8089172,326860509.5541401,267711464.9681529,301568789.8089172,267715923.566879,238536942.6751592,271059235.6687898,-95558598.72611465,65320382.16560509,-269382802.5477707,19542038.21656051,-10823566.87898089,-14505095.54140127
97,156,0.0,0.0,0.0,163283439.4904459,155024203.821656,144047133.7579618,284465605.0955414,321771337.5796178,509642038.2165605,378071337.5796178,534449681.5286624,517659235.6687898,1236161146.496815,1561070700.636943,1771928025.477707,6369426.751592357,6369426.751592357,6369426.751592357,1367316560.509554,1648923566.878981,1957470063.694268,0.0,0.0,0.0,6975796.178343949,6866878.980891719,6236942.675159235,0.0,0.0,0.0,142198089.1719745,219127388.5350318,307436305.732484,146334394.9044586,227051592.3566879,317863057.3248407,1592725477.707006,1599108280.254777,1799564331.210191,942194267.5159236,973215923.5668788,1067075796.178344,548617834.3949045,539710828.0254776,659195541.4012738,496249681.5286624,463325477.7070063,591014649.6815287
98,160,0.0,0.0,0.0,46180891.71974522,60745222.9299363,57015286.62420382,46180891.71974522,60745222.9299363,57015286.62420382,28899363.05732484,47559235.6687898,53481528.66242038,103816560.5095541,139056050.955414,131147770.7006369,14012.73885350318,14012.73885350318,14012.73885350318,81135031.84713376,91319108.28025477,97574522.29299362,0.0,0.0,0.0,0.0,0.0,0.0,43245222.9299363,63143312.10191082,45287261.14649681,25512738.85350318,45235031.84713376,45197452.22929936,68861783.43949044,108482165.6050955,90588535.03184712,273015286.6242038,323271974.522293,325535668.7898089,263589171.9745223,304210828.0254777,308474522.2929936,23336942.67515923,14169426.75159236,9692356.687898088,9426114.649681527,19061146.49681529,17061146.49681529
99,162,0.0,0.0,0.0,7600000.0,16012738.85350318,22007006.36942675,7641401.27388535,16045859.87261146,24004458.59872611,59111464.96815287,60500636.94267516,54526114.64968152,301943949.044586,207937579.6178344,283220382.1656051,6369.426751592357,7006.369426751592,7006.369426751592,24698726.11464968,26067515.92356688,15394904.45859873,0.0,0.0,0.0,22929.93630573248,7800000.0,13321019.10828025,17666878.98089172,4991719.74522293,1420382.165605095,252073248.4076433,170350955.4140127,263954140.1273885,284863694.2675159,190115923.566879,278508917.1974522,391047770.7006369,434838216.5605096,559326114.6496814,337628662.4203821,376921656.0509554,501271337.5796178,10385987.2611465,7012738.853503184,8123566.878980892,31921019.10828025,36847133.75796178,39877707.00636943
100,163,0.0,0.0,0.0,328025.4777070063,105732.4840764331,0.0,328025.4777070063,105732.4840764331,0.0,10782165.60509554,5331847.133757962,2326114.649681529,22532484.07643312,18122292.99363057,17001910.82802548,0.0,0.0,0.0,3563057.324840764,4594904.458598725,4055414.012738853,5621656.050955414,8889808.917197451,5871337.579617834,5621656.050955414,8889808.917197451,5871337.579617834,1273.885350318471,0.0,874522.2929936305,13675159.23566879,4743312.101910828,6201273.885350319,13676433.12101911,4743312.101910828,7075796.178343949,204217834.3949045,173051592.3566879,155776433.1210191,202087261.1464968,170901910.8280255,153470700.6369427,1222292.993630573,1289171.974522293,1515286.624203822,2130573.248407643,2149681.52866242,2305732.484076433
101,165,0.0,0.0,0.0,8726114.649681529,8347770.700636942,9621019.108280256,8739490.445859872,8355414.012738853,9623566.878980892,6848407.643312101,9211464.968152866,15819108.28025478,44460509.55414013,46283439.49044586,45782165.60509554,6369.426751592357,6369.426751592357,6369.426751592357,2243949.044585987,1212101.910828026,9742675.15923567,0.0,0.0,0.0,113375.7961783439,16560.50955414013,12738.85350318471,9103821.656050956,11122292.99363057,13257324.84076433,41738853.50318471,42197452.22929936,32333757.96178344,50842675.15923566,53410191.08280255,45650318.47133758,134545222.9299363,145141401.2738853,157347133.7579618,104449681.5286624,109089171.9745223,117872611.4649681,-182802.5477707006,1809554.140127389,344585.9872611465,2066878.98089172,4533121.019108281,-2931210.191082803
102,166,470814012.7388535,470814012.7388535,470814012.7388535,1813375.796178344,2114649.681528662,333121.0191082802,472758598.7261146,473065605.0955414,471232484.0764331,848859872.611465,945673885.3503184,903831847.133758,1781278980.89172,1786377707.006369,1828228025.477707,470821656.0509554,470821656.0509554,470821656.0509554,629121019.1082802,698692993.6305733,886603184.7133758,0.0,0.0,0.0,34394.90445859872,34394.90445859872,15286.62420382166,54538853.50318471,157295541.4012739,191082802.5477707,1570343312.101911,1403420382.165605,1221162420.382166,1624882165.605095,1560715923.566879,1412842038.21656,8048303184.713375,7169138216.56051,6853489171.974522,7838203821.656051,6935768789.808917,6376316560.509554,90112738.85350318,87204458.59872611,240262420.3821656,72676433.12101911,67789171.9745223,244094267.5159236
103,168,0.0,0.0,0.0,5770063.694267516,3538216.560509554,2254140.127388535,58239490.44585987,48705095.54140127,67756050.95541401,99580254.77707006,118193630.5732484,92592356.68789808,390390445.8598726,428161146.4968153,395283439.4904459,12738.85350318471,12738.85350318471,12738.85350318471,150905732.4840764,154403184.7133758,161278343.9490446,110383439.4904459,93579617.8343949,140908917.1974522,110383439.4904459,93579617.8343949,140908917.1974522,0.0,0.0,0.0,187340764.3312102,228882802.5477707,160851592.3566879,187340764.3312102,228882802.5477707,160851592.3566879,780234394.9044585,1025305732.484076,974611464.9681528,707174522.2929935,948043312.1019108,901366878.9808916,4557324.840764331,4352866.242038216,9110828.025477707,16629936.30573248,31547133.75796178,28042038.21656051
104,169,0.0,125702547.7707006,112112738.8535032,278475796.178344,280568152.8662421,258017197.4522293,878249681.5286624,825298726.1146497,775074522.2929935,396387261.1464968,305359872.611465,666125477.7070063,767511464.9681529,583315923.5668789,810291719.7452229,90010191.08280255,90010191.08280255,90010191.08280255,807059235.6687897,796517834.3949044,697445222.9299363,254269426.7515923,76568152.86624204,291082802.5477707,298682165.6050955,98549681.5286624,313064331.2101911,19321656.05095541,243107643.3121019,167054140.1273885,509043312.1019108,257504458.5987261,396687261.1464968,540019745.22293,513547133.7579618,574856687.8980892,909108280.2547772,1358849681.528662,1226954777.070064,747929299.3630573,992389171.9745222,886149044.5859872,283801273.8853503,177159872.6114649,210822929.9363057,-1467515.923566879,272480254.77707,237974522.2929936
105,170,0.0,0.0,0.0,849681.5286624203,478980.8917197452,3511464.968152866,849681.5286624203,478980.8917197452,3511464.968152866,2553503.184713376,5158598.726114649,4832484.076433121,30147133.75796178,33782802.5477707,34565605.0955414,6369.426751592357,6369.426751592357,6369.426751592357,11910828.02547771,7574522.29299363,9781528.66242038,0.0,5503821.656050955,0.0,0.0,5503821.656050955,0.0,18140127.38853503,18223566.87898089,22631210.1910828,945859.8726114648,2959872.611464968,5664331.210191082,19085987.2611465,21183439.49044586,28295541.40127388,98430573.24840765,93906369.42675158,148376433.1210191,91516560.50955412,89789171.9745223,141590445.8598726,5475796.178343949,1672611.464968153,2759235.668789809,6197452.229299363,3219745.222929936,5322929.936305732
106,171,0.0,0.0,0.0,215778343.9490446,246229299.3630573,227410828.0254777,224780891.7197452,251594267.5159236,249435031.8471338,92313375.79617834,99682165.60509554,93058598.72611465,192010828.0254777,217491082.8025478,247940127.388535,77070.06369426752,77070.06369426752,77070.06369426752,313091719.7452229,328917197.4522293,358298089.1719745,0.0,0.0,0.0,34543312.10191083,47066878.98089172,39895541.40127388,0.0,0.0,0.0,61122929.93630573,80635031.84713376,86533757.96178344,69156687.89808917,93101910.82802548,99181528.66242038,554745859.8726114,759925477.7070063,780948407.6433121,538027388.5350318,695694904.4585987,687334394.9044585,9498726.11464968,51432484.07643312,84295541.40127388,10066878.98089172,54765605.0955414,85098726.11464968
107,172,0.0,0.0,0.0,7854140.127388535,7012738.853503184,1590445.859872611,7854140.127388535,7012738.853503184,1590445.859872611,11542038.21656051,22629299.36305732,37855414.01273885,22051592.3566879,34358598.72611465,66722292.99363057,0.0,0.0,6369.426751592357,-247770.7006369427,583439.4904458598,1191082.802547771,0.0,0.0,36147770.70063694,0.0,0.0,36147770.70063694,1551592.356687898,8352229.299363057,7456687.898089171,28601273.88535032,32435668.78980891,23516560.50955414,30152866.24203822,40787898.08917198,30973885.35031847,193556687.8980892,204758598.7261146,205699363.0573248,191826114.6496815,202147133.7579618,197475159.2356688,-716560.5095541402,1205732.484076433,661146.4968152866,1730573.248407643,2611464.968152866,4181528.662420382
108,173,1817197.452229299,80212101.91082802,368902547.7707006,2032882802.547771,2188124203.821656,2434070700.636942,2048734394.904459,2314445222.929936,2905445222.929936,1269530573.248408,2720884076.433121,3389873885.350318,2415645222.929936,4443654140.127388,7438244585.987261,346462420.3821656,346462420.3821656,346462420.3821656,3301749681.528662,3509394267.515924,3686563694.267516,0.0,1445535668.789809,1941382165.605095,38105732.48407643,1463978343.949044,1993541401.273885,0.0,0.0,0.0,934545859.8726114,1438227388.535032,4096894904.458599,1124524203.821656,1784726751.592357,4663584713.375796,9307220382.165606,14203725477.70701,18005266242.03822,8340466242.038217,12973533121.01911,16796975159.23567,255459872.6114649,468751592.3566879,243887898.089172,352805095.5414013,539982165.6050955,418512101.910828
109,176,0.0,0.0,0.0,23975159.23566879,18467515.92356688,12452229.29936306,117838853.5031847,108593630.5732484,99133121.01910828,96370063.69426753,91917197.45222928,80393630.5732484,125658598.7261146,140487261.1464968,153112101.910828,44598726.11464968,44598726.11464968,44598726.11464968,231849044.5859872,232201273.8853503,221326751.5923567,0.0,0.0,0.0,637579.6178343949,489808.9171974522,341401.2738853503,3025477.707006369,1657961.78343949,0.0,7832484.07643312,14496178.34394904,30200636.94267516,11010828.02547771,16389808.91719745,30577070.06369426,424675796.178344,400507643.3121019,405014649.6815286,383463057.3248407,360881528.6624204,369524203.821656,8455414.012738854,1364331.210191083,3724840.76433121,13149681.52866242,8654140.127388535,4081528.662420382
110,177,0.0,0.0,0.0,35392993.63057325,33542675.15923567,32847133.75796178,35432484.07643312,33661146.49681529,33705095.54140127,58531847.13375796,70294267.51592356,97618471.3375796,273717197.4522293,269514012.7388535,273190445.8598726,6369.426751592357,6369.426751592357,6369.426751592357,9140127.388535032,33842675.15923567,80178980.89171974,0.0,0.0,0.0,18471.33757961783,0.0,0.0,81445222.9299363,87428662.42038216,4475159.23566879,209177707.0063694,172665605.0955414,205984076.433121,299991082.8025478,269332484.0764331,226716560.5095541,1305482165.605095,1552790445.859873,1756769426.751592,1057033757.961783,1278377070.063694,1441649681.528662,51331210.1910828,35489808.91719745,16126114.64968153,49133121.01910828,33613375.79617834,33868152.86624204
111,179,208917.1974522293,124840.7643312102,78343.94904458598,20145222.9299363,50007643.31210191,53663694.26751592,20379617.8343949,50147133.75796178,53842675.15923566,73182802.5477707,40444585.98726115,64371337.57961783,150236942.6751592,123899363.0573248,154853503.1847134,6369.426751592357,6369.426751592357,6369.426751592357,55101273.88535032,65829299.36305732,89456687.89808917,31608280.25477707,0.0,0.0,31772611.46496815,138216.5605095541,475796.178343949,39090445.85987261,61650955.41401274,80668789.8089172,44482802.5477707,46242038.21656051,36220382.16560509,83742675.15923567,108078980.8917197,118763057.3248408,314382165.6050955,315212101.910828,396678343.9490446,286046496.8152866,274201910.8280255,314685350.3184713,9150955.414012738,13952866.24203822,46523566.87898089,16466242.03821656,27008917.19745223,58881528.66242038
